_id,event_id,user_id,product_id,action,preference_id,createdAt,updatedAt
EV00038,EV00038,U079,SNITCH_8825876545698,Likes,,2026-08-14T08:18:16.370891,2026-08-14T08:18:16.370891
EV00039,EV00039,U021,SNITCH_8825876545698,Likes,,2026-08-17T19:54:29.172386,2026-08-17T19:54:29.172386
EV00040,EV00040,U080,SNITCH_8825876545698,Purchase,,2026-08-12T10:53:10.672595,2026-08-12T10:53:10.672595
EV00041,EV00041,U037,SNITCH_8825876545698,Likes,,2026-08-12T00:59:49.494781,2026-08-12T00:59:49.494781
EV00042,EV00042,U015,SNITCH_8825876545698,AddToCart,,2026-08-13T18:10:12.676065,2026-08-13T18:10:12.676065
EV00043,EV00043,U012,SNITCH_8825876545698,Likes,,2026-08-17T23:26:08.381916,2026-08-17T23:26:08.381916
EV00044,EV00044,U009,SNITCH_8825876545698,Purchase,,2026-08-15T12:47:02.314197,2026-08-15T12:47:02.314197
EV00045,EV00045,U021,SNITCH_8825876545698,Likes,,2026-08-14T16:38:16.918855,2026-08-14T16:38:16.918855
EV00046,EV00046,U066,SNITCH_8825876545698,Likes,,2026-08-12T19:22:01.975810,2026-08-12T19:22:01.975810
EV00047,EV00047,U051,SNITCH_8825876545698,AddToCart,,2026-08-15T16:38:56.697271,2026-08-15T16:38:56.697271
EV00048,EV00048,U012,SNITCH_8825876545698,DisLikes,,2026-08-14T15:50:30.761304,2026-08-14T15:50:30.761304
EV00049,EV00049,U068,SNITCH_8825876545698,Likes,,2026-08-15T19:18:24.835077,2026-08-15T19:18:24.835077
EV00050,EV00050,U040,SNITCH_8825876545698,Likes,,2026-08-15T06:32:50.513877,2026-08-15T06:32:50.513877
EV00051,EV00051,U032,SNITCH_8825876545698,Likes,,2026-08-17T22:17:28.688404,2026-08-17T22:17:28.688404
EV00052,EV00052,U010,SNITCH_8825876545698,DisLikes,,2026-08-17T11:19:33.219125,2026-08-17T11:19:33.219125
EV00053,EV00053,U032,SNITCH_8825876545698,DisLikes,,2026-08-16T06:33:27.052440,2026-08-16T06:33:27.052440
EV00054,EV00054,U075,SNITCH_8825876545698,DisLikes,,2026-08-18T11:26:42.269693,2026-08-18T11:26:42.269693
EV00055,EV00055,U036,SNITCH_8825876545698,Likes,,2026-08-13T07:25:27.399286,2026-08-13T07:25:27.399286
EV00056,EV00056,U016,SNITCH_8825876545698,Likes,,2026-08-15T07:44:38.497466,2026-08-15T07:44:38.497466
EV00057,EV00057,U047,SNITCH_8825876545698,Purchase,,2026-08-14T17:51:38.334668,2026-08-14T17:51:38.334668
EV00058,EV00058,U013,SNITCH_8825876545698,Likes,,2026-08-16T19:35:46.458420,2026-08-16T19:35:46.458420
EV00059,EV00059,U002,SNITCH_8825876545698,DisLikes,,2026-08-15T15:32:10.738842,2026-08-15T15:32:10.738842
EV00060,EV00060,U073,SNITCH_8825876545698,Likes,,2026-08-13T00:18:56.968697,2026-08-13T00:18:56.968697
EV00061,EV00061,U042,SNITCH_8825876545698,Likes,,2026-08-14T20:44:52.684948,2026-08-14T20:44:52.684948
EV00062,EV00062,U070,SNITCH_8825876545698,Likes,,2026-08-14T01:27:25.500537,2026-08-14T01:27:25.500537
EV00063,EV00063,U059,SNITCH_8825876545698,DisLikes,,2026-08-13T16:31:16.124214,2026-08-13T16:31:16.124214
EV00064,EV00064,U008,SNITCH_8825876545698,AddToCart,,2026-08-17T21:35:00.039432,2026-08-17T21:35:00.039432
EV00065,EV00065,U069,SNITCH_8825876545698,Likes,,2026-08-18T09:03:39.374995,2026-08-18T09:03:39.374995
EV00066,EV00066,U071,SNITCH_8825876545698,DisLikes,,2026-08-16T02:37:55.739785,2026-08-16T02:37:55.739785
EV00067,EV00067,U058,SNITCH_8825876545698,AddToCart,,2026-08-16T11:24:34.557689,2026-08-16T11:24:34.557689
EV00068,EV00068,U032,SNITCH_8825876545698,Purchase,,2026-08-16T15:41:19.951736,2026-08-16T15:41:19.951736
EV00069,EV00069,U079,SNITCH_8825876545698,Likes,,2026-08-12T06:24:15.681725,2026-08-12T06:24:15.681725
EV00070,EV00070,U030,SNITCH_8825876545698,Likes,,2026-08-18T07:50:14.112895,2026-08-18T07:50:14.112895
EV00071,EV00071,U041,SNITCH_8825876545698,Purchase,,2026-08-12T13:38:41.772530,2026-08-12T13:38:41.772530
EV00072,EV00072,U055,SNITCH_8825876545698,AddToCart,,2026-08-12T13:47:21.595759,2026-08-12T13:47:21.595759
EV00073,EV00073,U040,SNITCH_8825876545698,Likes,,2026-08-16T11:36:25.363468,2026-08-16T11:36:25.363468
EV00074,EV00074,U007,SNITCH_8825876545698,AddToCart,,2026-08-14T03:11:00.774664,2026-08-14T03:11:00.774664
EV00075,EV00075,U070,SNITCH_8825876545698,Likes,,2026-08-13T13:17:26.167540,2026-08-13T13:17:26.167540
EV00076,EV00076,U060,SNITCH_8825876545698,Likes,,2026-08-12T06:16:43.537798,2026-08-12T06:16:43.537798
EV00077,EV00077,U037,SOULED_337131,Likes,,2026-08-12T23:31:44.682873,2026-08-12T23:31:44.682873
EV00078,EV00078,U065,SOULED_337131,Likes,,2026-08-14T13:20:50.622326,2026-08-14T13:20:50.622326
EV00079,EV00079,U001,SOULED_337131,AddToCart,,2026-08-17T07:06:30.705199,2026-08-17T07:06:30.705199
EV00080,EV00080,U045,SOULED_337131,AddToCart,,2026-08-12T00:33:52.538161,2026-08-12T00:33:52.538161
EV00081,EV00081,U035,SOULED_337131,Likes,,2026-08-17T15:40:57.339301,2026-08-17T15:40:57.339301
EV00082,EV00082,U053,SOULED_337131,Likes,,2026-08-17T17:39:11.810606,2026-08-17T17:39:11.810606
EV00083,EV00083,U045,SOULED_337131,DisLikes,,2026-08-17T19:17:00.966881,2026-08-17T19:17:00.966881
EV00084,EV00084,U041,SOULED_337131,AddToCart,,2026-08-14T16:19:42.369751,2026-08-14T16:19:42.369751
EV00085,EV00085,U063,SOULED_337131,Likes,,2026-08-13T03:56:00.758377,2026-08-13T03:56:00.758377
EV00086,EV00086,U055,SOULED_337131,AddToCart,,2026-08-17T17:46:40.949805,2026-08-17T17:46:40.949805
EV00087,EV00087,U008,SOULED_337131,Likes,,2026-08-12T07:47:18.450033,2026-08-12T07:47:18.450033
EV00088,EV00088,U042,SOULED_337131,Likes,,2026-08-15T07:25:47.101675,2026-08-15T07:25:47.101675
EV00089,EV00089,U025,SOULED_337131,DisLikes,,2026-08-12T03:12:32.224020,2026-08-12T03:12:32.224020
EV00090,EV00090,U079,SOULED_337131,Purchase,,2026-08-18T11:06:34.551621,2026-08-18T11:06:34.551621
EV00091,EV00091,U057,SOULED_337131,DisLikes,,2026-08-14T07:42:06.942385,2026-08-14T07:42:06.942385
EV00092,EV00092,U055,SOULED_337131,Likes,,2026-08-15T18:46:01.955115,2026-08-15T18:46:01.955115
EV00093,EV00093,U061,SOULED_337131,Purchase,,2026-08-14T13:53:33.079124,2026-08-14T13:53:33.079124
EV00094,EV00094,U031,SOULED_337131,AddToCart,,2026-08-15T10:53:23.961454,2026-08-15T10:53:23.961454
EV00095,EV00095,U064,SOULED_337131,AddToCart,,2026-08-18T12:15:20.532678,2026-08-18T12:15:20.532678
EV00096,EV00096,U068,SOULED_337131,AddToCart,,2026-08-13T05:07:34.024267,2026-08-13T05:07:34.024267
EV00097,EV00097,U064,SOULED_337131,Likes,,2026-08-15T00:32:42.250131,2026-08-15T00:32:42.250131
EV00098,EV00098,U041,SOULED_337131,AddToCart,,2026-08-14T12:44:22.482920,2026-08-14T12:44:22.482920
EV00099,EV00099,U036,SOULED_337131,Likes,,2026-08-16T02:05:59.390817,2026-08-16T02:05:59.390817
EV00100,EV00100,U050,SOULED_337131,DisLikes,,2026-08-12T17:35:31.904033,2026-08-12T17:35:31.904033
EV00101,EV00101,U016,SOULED_337131,Likes,,2026-08-16T22:43:09.299975,2026-08-16T22:43:09.299975
EV00102,EV00102,U012,SOULED_337131,AddToCart,,2026-08-13T01:54:09.520113,2026-08-13T01:54:09.520113
EV00103,EV00103,U078,SOULED_337131,Likes,,2026-08-18T04:18:15.340362,2026-08-18T04:18:15.340362
EV00104,EV00104,U045,SOULED_337131,Likes,,2026-08-13T00:34:53.294823,2026-08-13T00:34:53.294823
EV00105,EV00105,U019,SOULED_337131,Likes,,2026-08-17T15:41:12.361941,2026-08-17T15:41:12.361941
EV00106,EV00106,U028,SOULED_337131,Likes,,2026-08-16T16:42:01.257225,2026-08-16T16:42:01.257225
EV00107,EV00107,U036,SOULED_337131,Likes,,2026-08-17T20:19:07.277795,2026-08-17T20:19:07.277795
EV00108,EV00108,U024,SOULED_337131,Likes,,2026-08-17T10:39:54.642996,2026-08-17T10:39:54.642996
EV00109,EV00109,U021,SOULED_337131,Likes,,2026-08-14T14:41:31.185158,2026-08-14T14:41:31.185158
EV00110,EV00110,U039,SOULED_337131,Likes,,2026-08-16T11:16:13.870719,2026-08-16T11:16:13.870719
EV00111,EV00111,U061,SOULED_337131,Likes,,2026-08-12T16:21:57.096338,2026-08-12T16:21:57.096338
EV00112,EV00112,U080,SOULED_337131,Likes,,2026-08-17T09:32:46.054394,2026-08-17T09:32:46.054394
EV00113,EV00113,U076,SOULED_337131,Likes,,2026-08-16T22:27:59.811447,2026-08-16T22:27:59.811447
EV00114,EV00114,U075,SOULED_337131,Likes,,2026-08-18T07:07:42.219460,2026-08-18T07:07:42.219460
EV00115,EV00115,U030,SOULED_337131,Likes,,2026-08-15T01:41:24.667569,2026-08-15T01:41:24.667569
EV00116,EV00116,U050,SOULED_337131,AddToCart,,2026-08-18T06:41:11.364214,2026-08-18T06:41:11.364214
EV00117,EV00117,U007,SOULED_337131,Purchase,,2026-08-17T22:59:29.047059,2026-08-17T22:59:29.047059
EV00118,EV00118,U008,SOULED_337131,Purchase,,2026-08-11T23:18:02.633742,2026-08-11T23:18:02.633742
EV00119,EV00119,U013,SOULED_337131,AddToCart,,2026-08-13T07:57:21.355246,2026-08-13T07:57:21.355246
EV00120,EV00120,U015,SOULED_337131,AddToCart,,2026-08-17T17:12:27.886513,2026-08-17T17:12:27.886513
EV00121,EV00121,U073,SOULED_337131,DisLikes,,2026-08-15T03:14:43.779306,2026-08-15T03:14:43.779306
EV00122,EV00122,U062,SOULED_337131,Likes,,2026-08-16T00:19:12.219251,2026-08-16T00:19:12.219251
EV00123,EV00123,U001,SOULED_337131,DisLikes,,2026-08-16T19:40:47.471702,2026-08-16T19:40:47.471702
EV00124,EV00124,U037,SOULED_337131,Likes,,2026-08-15T19:07:49.158163,2026-08-15T19:07:49.158163
EV00125,EV00125,U039,SOULED_337131,Likes,,2026-08-16T03:11:19.461321,2026-08-16T03:11:19.461321
EV00126,EV00126,U075,SOULED_337131,Likes,,2026-08-16T01:14:17.263879,2026-08-16T01:14:17.263879
EV00127,EV00127,U023,SOULED_337131,AddToCart,,2026-08-16T14:42:59.133660,2026-08-16T14:42:59.133660
EV00128,EV00128,U045,SOULED_337131,Purchase,,2026-08-15T08:40:55.505165,2026-08-15T08:40:55.505165
EV00129,EV00129,U014,SOULED_337131,Likes,,2026-08-14T23:47:01.352279,2026-08-14T23:47:01.352279
EV00130,EV00130,U052,SOULED_337131,DisLikes,,2026-08-13T03:53:23.713245,2026-08-13T03:53:23.713245
EV00131,EV00131,U010,SOULED_337131,DisLikes,,2026-08-14T07:52:28.234453,2026-08-14T07:52:28.234453
EV00132,EV00132,U050,SOULED_337131,AddToCart,,2026-08-17T06:08:03.253447,2026-08-17T06:08:03.253447
EV00133,EV00133,U053,SOULED_337131,AddToCart,,2026-08-12T18:41:50.332977,2026-08-12T18:41:50.332977
EV00134,EV00134,U080,SOULED_337131,DisLikes,,2026-08-17T23:38:49.346000,2026-08-17T23:38:49.346000
EV00135,EV00135,U073,BONKERS_15000555454828,Likes,,2026-08-12T06:25:16.635367,2026-08-12T06:25:16.635367
EV00136,EV00136,U025,BONKERS_15000555454828,Likes,,2026-08-12T02:40:38.677923,2026-08-12T02:40:38.677923
EV00137,EV00137,U003,BONKERS_15000555454828,DisLikes,,2026-08-13T07:26:32.686048,2026-08-13T07:26:32.686048
EV00138,EV00138,U057,BONKERS_15000555454828,AddToCart,,2026-08-12T04:46:30.180054,2026-08-12T04:46:30.180054
EV00139,EV00139,U077,BONKERS_15000555454828,DisLikes,,2026-08-17T23:39:16.695447,2026-08-17T23:39:16.695447
EV00140,EV00140,U077,BONKERS_15000555454828,DisLikes,,2026-08-17T11:12:42.933019,2026-08-17T11:12:42.933019
EV00141,EV00141,U066,BONKERS_15000555454828,DisLikes,,2026-08-15T11:07:04.402920,2026-08-15T11:07:04.402920
EV00142,EV00142,U074,BONKERS_15000555454828,DisLikes,,2026-08-13T10:29:39.729903,2026-08-13T10:29:39.729903
EV00143,EV00143,U051,BONKERS_15000555454828,Likes,,2026-08-14T13:18:46.861237,2026-08-14T13:18:46.861237
EV00144,EV00144,U041,BONKERS_15000555454828,Purchase,,2026-08-17T19:37:34.122084,2026-08-17T19:37:34.122084
EV00145,EV00145,U005,BONKERS_15000555454828,Likes,,2026-08-14T03:48:12.162773,2026-08-14T03:48:12.162773
EV00146,EV00146,U069,BONKERS_15000555454828,Likes,,2026-08-13T08:47:50.681588,2026-08-13T08:47:50.681588
EV00147,EV00147,U061,BONKERS_15000555454828,Likes,,2026-08-12T12:33:11.686094,2026-08-12T12:33:11.686094
EV00148,EV00148,U036,BONKERS_15000555454828,AddToCart,,2026-08-16T19:00:55.311516,2026-08-16T19:00:55.311516
EV00149,EV00149,U043,BONKERS_15000555454828,Likes,,2026-08-17T13:26:40.004200,2026-08-17T13:26:40.004200
EV00150,EV00150,U074,BONKERS_15000555454828,Likes,,2026-08-12T06:23:26.392717,2026-08-12T06:23:26.392717
EV00151,EV00151,U034,BONKERS_15000555454828,Likes,,2026-08-13T16:04:55.052438,2026-08-13T16:04:55.052438
EV00152,EV00152,U015,BONKERS_15000555454828,DisLikes,,2026-08-12T06:23:19.034933,2026-08-12T06:23:19.034933
EV00153,EV00153,U036,BONKERS_15000555454828,Likes,,2026-08-16T01:44:41.282141,2026-08-16T01:44:41.282141
EV00154,EV00154,U063,BONKERS_15000555454828,Purchase,,2026-08-13T18:01:41.506143,2026-08-13T18:01:41.506143
EV00155,EV00155,U059,BONKERS_15000555454828,Likes,,2026-08-12T20:21:34.452802,2026-08-12T20:21:34.452802
EV00156,EV00156,U051,BONKERS_15000555454828,DisLikes,,2026-08-17T19:16:08.575545,2026-08-17T19:16:08.575545
EV00157,EV00157,U004,BONKERS_15000555454828,AddToCart,,2026-08-18T13:09:31.925987,2026-08-18T13:09:31.925987
EV00158,EV00158,U001,BONKERS_15000555454828,Likes,,2026-08-13T00:27:41.279182,2026-08-13T00:27:41.279182
EV00159,EV00159,U067,BONKERS_15000555454828,Likes,,2026-08-15T14:58:51.604065,2026-08-15T14:58:51.604065
EV00160,EV00160,U062,BONKERS_15000555454828,Likes,,2026-08-12T09:16:37.017547,2026-08-12T09:16:37.017547
EV00161,EV00161,U040,BONKERS_15000555454828,Likes,,2026-08-11T20:27:02.197827,2026-08-11T20:27:02.197827
EV00162,EV00162,U069,BONKERS_15000555454828,AddToCart,,2026-08-16T16:49:58.114586,2026-08-16T16:49:58.114586
EV00163,EV00163,U026,BONKERS_15000555454828,Likes,,2026-08-11T20:06:45.988752,2026-08-11T20:06:45.988752
EV00164,EV00164,U077,BONKERS_15000555454828,DisLikes,,2026-08-14T05:03:58.550859,2026-08-14T05:03:58.550859
EV00165,EV00165,U076,BONKERS_15000555454828,Purchase,,2026-08-18T10:26:02.211877,2026-08-18T10:26:02.211877
EV00166,EV00166,U020,BONKERS_15000555454828,Likes,,2026-08-17T15:49:31.787902,2026-08-17T15:49:31.787902
EV00167,EV00167,U071,BONKERS_15000555454828,Likes,,2026-08-12T10:33:01.828796,2026-08-12T10:33:01.828796
EV00168,EV00168,U013,BONKERS_15000555454828,DisLikes,,2026-08-18T09:15:53.684330,2026-08-18T09:15:53.684330
EV00169,EV00169,U013,BONKERS_15000555454828,Likes,,2026-08-14T12:16:46.839628,2026-08-14T12:16:46.839628
EV00170,EV00170,U028,BONKERS_15000555454828,AddToCart,,2026-08-17T00:14:05.446825,2026-08-17T00:14:05.446825
EV00171,EV00171,U056,BONKERS_15000555454828,Likes,,2026-08-13T04:26:57.716708,2026-08-13T04:26:57.716708
EV00172,EV00172,U024,BONKERS_15000555454828,Purchase,,2026-08-13T09:09:30.873358,2026-08-13T09:09:30.873358
EV00173,EV00173,U009,SOULED_259913,AddToCart,,2026-08-18T08:36:50.308490,2026-08-18T08:36:50.308490
EV00174,EV00174,U043,SOULED_259913,Likes,,2026-08-15T04:49:37.952642,2026-08-15T04:49:37.952642
EV00175,EV00175,U002,SOULED_259913,AddToCart,,2026-08-14T08:20:55.441074,2026-08-14T08:20:55.441074
EV00176,EV00176,U044,SOULED_259913,Likes,,2026-08-13T15:16:35.416066,2026-08-13T15:16:35.416066
EV00177,EV00177,U076,SOULED_259913,Likes,,2026-08-16T18:58:43.818426,2026-08-16T18:58:43.818426
EV00178,EV00178,U061,SOULED_259913,Purchase,,2026-08-14T11:21:45.900616,2026-08-14T11:21:45.900616
EV00179,EV00179,U075,SOULED_259913,Likes,,2026-08-14T10:35:06.153988,2026-08-14T10:35:06.153988
EV00180,EV00180,U050,SOULED_259913,Purchase,,2026-08-13T19:21:48.565938,2026-08-13T19:21:48.565938
EV00181,EV00181,U079,SOULED_259913,Likes,,2026-08-18T00:11:52.074658,2026-08-18T00:11:52.074658
EV00182,EV00182,U052,SOULED_259913,Purchase,,2026-08-15T12:19:46.451343,2026-08-15T12:19:46.451343
EV00183,EV00183,U071,SOULED_259913,AddToCart,,2026-08-14T07:18:17.370845,2026-08-14T07:18:17.370845
EV00184,EV00184,U056,SOULED_259913,Likes,,2026-08-12T04:46:31.713046,2026-08-12T04:46:31.713046
EV00185,EV00185,U018,SOULED_259913,Likes,,2026-08-14T16:50:03.325369,2026-08-14T16:50:03.325369
EV00186,EV00186,U068,SOULED_259913,DisLikes,,2026-08-12T05:39:41.972416,2026-08-12T05:39:41.972416
EV00187,EV00187,U050,SOULED_259913,Likes,,2026-08-15T04:12:12.599108,2026-08-15T04:12:12.599108
EV00188,EV00188,U031,SOULED_259913,Likes,,2026-08-17T19:42:37.319008,2026-08-17T19:42:37.319008
EV00189,EV00189,U064,SOULED_259913,Likes,,2026-08-16T17:47:05.055343,2026-08-16T17:47:05.055343
EV00190,EV00190,U062,SOULED_259913,Likes,,2026-08-14T11:27:12.596365,2026-08-14T11:27:12.596365
EV00191,EV00191,U063,SOULED_259913,DisLikes,,2026-08-15T19:57:32.862038,2026-08-15T19:57:32.862038
EV00192,EV00192,U010,SOULED_259913,Likes,,2026-08-14T15:09:18.312935,2026-08-14T15:09:18.312935
EV00193,EV00193,U059,SOULED_259913,Likes,,2026-08-18T09:16:54.126165,2026-08-18T09:16:54.126165
EV00194,EV00194,U040,SOULED_259913,Likes,,2026-08-17T02:20:59.678073,2026-08-17T02:20:59.678073
EV00195,EV00195,U070,SOULED_259913,DisLikes,,2026-08-14T18:49:57.693058,2026-08-14T18:49:57.693058
EV00196,EV00196,U051,SOULED_259913,DisLikes,,2026-08-14T04:41:22.530633,2026-08-14T04:41:22.530633
EV00197,EV00197,U067,SOULED_259913,Likes,,2026-08-13T06:39:27.820939,2026-08-13T06:39:27.820939
EV00198,EV00198,U036,SOULED_259913,Likes,,2026-08-14T09:00:05.147198,2026-08-14T09:00:05.147198
EV00199,EV00199,U013,SOULED_259913,Likes,,2026-08-15T03:29:15.439009,2026-08-15T03:29:15.439009
EV00200,EV00200,U040,SOULED_259913,Purchase,,2026-08-12T08:51:00.475445,2026-08-12T08:51:00.475445
EV00201,EV00201,U039,SOULED_259913,Likes,,2026-08-15T02:15:27.964588,2026-08-15T02:15:27.964588
EV00202,EV00202,U049,SOULED_259913,Likes,,2026-08-12T22:30:21.114475,2026-08-12T22:30:21.114475
EV00203,EV00203,U002,SOULED_259913,Likes,,2026-08-17T20:15:31.857319,2026-08-17T20:15:31.857319
EV00204,EV00204,U046,SOULED_259913,AddToCart,,2026-08-18T06:05:52.737459,2026-08-18T06:05:52.737459
EV00205,EV00205,U011,SOULED_259913,Likes,,2026-08-16T08:38:11.918605,2026-08-16T08:38:11.918605
EV00206,EV00206,U046,SOULED_259913,Likes,,2026-08-13T13:57:33.263198,2026-08-13T13:57:33.263198
EV00207,EV00207,U031,SOULED_259913,Likes,,2026-08-13T00:10:19.069626,2026-08-13T00:10:19.069626
EV00208,EV00208,U075,SOULED_259913,Likes,,2026-08-17T14:05:49.349544,2026-08-17T14:05:49.349544
EV00209,EV00209,U042,SOULED_259913,DisLikes,,2026-08-17T19:38:09.979978,2026-08-17T19:38:09.979978
EV00210,EV00210,U030,SOULED_259913,Purchase,,2026-08-11T20:42:24.713068,2026-08-11T20:42:24.713068
EV00211,EV00211,U051,SOULED_259913,AddToCart,,2026-08-16T12:25:03.893691,2026-08-16T12:25:03.893691
EV00212,EV00212,U058,SOULED_259913,AddToCart,,2026-08-15T23:52:15.247257,2026-08-15T23:52:15.247257
EV00213,EV00213,U020,SOULED_259913,DisLikes,,2026-08-18T13:24:57.294024,2026-08-18T13:24:57.294024
EV00214,EV00214,U053,SOULED_259913,DisLikes,,2026-08-17T12:26:32.833722,2026-08-17T12:26:32.833722
EV00215,EV00215,U035,SOULED_259913,Likes,,2026-08-12T22:40:54.503216,2026-08-12T22:40:54.503216
EV00216,EV00216,U033,SOULED_259913,DisLikes,,2026-08-12T22:13:49.751712,2026-08-12T22:13:49.751712
EV00217,EV00217,U054,SOULED_259913,Purchase,,2026-08-17T16:03:29.583548,2026-08-17T16:03:29.583548
EV00218,EV00218,U062,SOULED_259913,Likes,,2026-08-18T02:06:09.444872,2026-08-18T02:06:09.444872
EV00219,EV00219,U018,SOULED_259913,AddToCart,,2026-08-15T16:22:26.145867,2026-08-15T16:22:26.145867
EV00220,EV00220,U043,SOULED_259913,Likes,,2026-08-17T09:38:21.973281,2026-08-17T09:38:21.973281
EV00221,EV00221,U015,SOULED_259913,Purchase,,2026-08-18T07:52:47.767246,2026-08-18T07:52:47.767246
EV00222,EV00222,U055,SOULED_259913,Likes,,2026-08-15T07:09:59.139888,2026-08-15T07:09:59.139888
EV00223,EV00223,U010,SOULED_259913,DisLikes,,2026-08-15T06:39:42.273388,2026-08-15T06:39:42.273388
EV00224,EV00224,U020,SOULED_259913,Likes,,2026-08-12T21:29:34.952184,2026-08-12T21:29:34.952184
EV00225,EV00225,U074,SOULED_259913,DisLikes,,2026-08-14T05:13:31.950065,2026-08-14T05:13:31.950065
EV00226,EV00226,U065,SOULED_259913,AddToCart,,2026-08-18T05:41:00.104819,2026-08-18T05:41:00.104819
EV00227,EV00227,U051,SOULED_259913,Likes,,2026-08-14T23:06:56.841235,2026-08-14T23:06:56.841235
EV00228,EV00228,U027,SOULED_259913,AddToCart,,2026-08-15T08:24:38.999755,2026-08-15T08:24:38.999755
