product_id,title,brand,gender,category,subcategory,style,price,in_stock,is_active,primary_image,is_trending,sponsored,embedding_text
URBANIC_1413641,Draped A-line Skirt,Urbanic,Women,Bottomwear,Skirt,Partywear,1495,True,True,https://img101.urbanic.com/goods-pic/8157defe5b884a20b23ae9e551811c51_w1440_q90,False,False,Draped A-line Skirt Partywear Skirt  Regular Urbanic
BONKERS_15084471222636,You Got This Baby Tee,Bonkers Corner,Women,Topwear,T-Shirt,Casual,499,False,True,https://cdn.shopify.com/s/files/1/0653/0541/1684/files/EmptyName2_0e2ff103-16af-4784-a35d-616d5bd806c0.jpg?v=1776863186,False,False,You Got This Baby Tee Casual T-Shirt White  Bonkers Corner
BEWAKOOF_421014,Women's White & Blue Mickey Graphic Printed T-shirt and Pyjama set,Bewakoof,Women,Innerwear,Innerwear,Athleisure,699,False,True,https://images.bewakoof.com/original/women-s-white-blue-mickey-graphic-printed-t-shirt-and-pyjama-set-421014-1656030415-1.jpg,False,False,Women's White & Blue Mickey Graphic Printed T-shirt and Pyjama set Athleisure Innerwear  Regular Bewakoof
SNITCH_8861865017506,Slim Fit Stripes Luxe Shirt,SNITCH,Men,Topwear,Shirt,Formal,1759,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4mlx1169-01_1.jpg?v=1765214966,False,False,Slim Fit Stripes Luxe Shirt Formal Shirt  Slim SNITCH
BEWAKOOF_606485,Men's Blue Oversized Plus Size Cargo Joggers,Bewakoof,Men,Bottomwear,Cargos,Athleisure,749,False,True,https://images.bewakoof.com/original/men-s-blue-oversized-plus-size-cargo-joggers-606485-1700211076-1.jpg,False,False,Men's Blue Oversized Plus Size Cargo Joggers Athleisure Cargos Black Oversized Bewakoof
BEWAKOOF_444336,Men's Lemon Crome & Crimson Red Color Block Plus Size Polo T-shirt,Bewakoof,Men,Topwear,T-Shirt,Old Money,599,False,True,https://images.bewakoof.com/original/lemon-crome-crimson-red-half-sleeve-color-block-polo-t-shirt-444336-1664429582-1.jpg,False,False,Men's Lemon Crome & Crimson Red Color Block Plus Size Polo T-shirt Old Money T-Shirt Red Regular Bewakoof
BEWAKOOF_496848,Women's Green Universal Solution Graphic Printed Oversized T-shirt,Bewakoof,Women,Topwear,T-Shirt,Streetwear,299,False,True,https://images.bewakoof.com/original/women-s-green-universal-solution-graphic-printed-oversized-t-shirt-496848-1667489048-1.jpg,False,False,Women's Green Universal Solution Graphic Printed Oversized T-shirt Streetwear T-Shirt Green Oversized Bewakoof
BEWAKOOF_411139,Yellow Melon Men's Pyjamas AOP,Bewakoof,Men,Innerwear,Innerwear,Athleisure,389,False,True,https://images.bewakoof.com/original/yellow-melon-men-s-pyjama-aop-411139-1656146896-1.jpg,False,False,Yellow Melon Men's Pyjamas AOP Athleisure Innerwear Yellow Regular Bewakoof
URBANIC_1290811,Asymmetric Open Back Draped Dress,Urbanic,Women,Dresses,Dress,Partywear,1476,True,True,https://img101.urbanic.com/goods-pic/4c65e5e7e7504c22b874eefe030084feUR_w1440_q90,False,True,Asymmetric Open Back Draped Dress Partywear Dress Grey Regular Urbanic
SNITCH_8560029073570,Core Lab Dark Blue Box Fit Satin Shirt,SNITCH,Men,Topwear,Shirt,Partywear,1121,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4MSS3555-06-M-3.jpg?v=1755859437,False,False,Core Lab Dark Blue Box Fit Satin Shirt Partywear Shirt Blue  SNITCH
SOULED_300259,Oversized Shirt: Solar,The Souled Store,Men,Topwear,Shirt,Athleisure,1649,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1746860058_6723334.jpg,False,False,Oversized Shirt: Solar Athleisure Shirt Yellow  The Souled Store
BEWAKOOF_544443,Women's Green Balanced Diet Typography Oversized Sweatshirt,Bewakoof,Women,Topwear,Sweatshirt,Oversized,499,False,True,https://images.bewakoof.com/original/women-s-green-balanced-diet-typography-oversized-sweatshirt-544443-1672825188-1.jpg,True,False,Women's Green Balanced Diet Typography Oversized Sweatshirt Oversized Sweatshirt Green Oversized Bewakoof
SOULED_302609,Nomad: Tribe,The Souled Store,Men,Topwear,Shirt,Athleisure,2399,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1753955426_2793441.jpg,True,False,Nomad: Tribe Athleisure Shirt Black  The Souled Store
BEWAKOOF_307162,Women's Black All Over Printed T-shirt,Bewakoof,Women,Topwear,T-Shirt,Casual,219,False,True,https://images.bewakoof.com/original/women-s-all-over-printed-half-sleeves-t-shirt-307162-1656180773-1.jpg,False,False,Women's Black All Over Printed T-shirt Casual T-Shirt  Regular Bewakoof
SOULED_311124,Cotton Linen Stripes: Horizon,The Souled Store,Men,Topwear,Shirt,Formal,1199,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1772868196_5858361.jpg,False,False,Cotton Linen Stripes: Horizon Formal Shirt Grey  The Souled Store
BEWAKOOF_234217,Women's Black Camo Printed Pyjamas,Bewakoof,Women,Innerwear,Innerwear,Athleisure,259,False,True,https://images.bewakoof.com/original/classic-camo-all-over-printed-pyjama-234217-1656072539-1.jpg,True,False,Women's Black Camo Printed Pyjamas Athleisure Innerwear Black Regular Bewakoof
SNITCH_8711802978466,Gingham Regular Fit Linen Blend Shirt,SNITCH,Men,Topwear,Shirt,Old Money,1198,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4MSS4220-03_1_f6bba571-a2fe-43d4-970b-4c90c3e67f48.jpg?v=1751478614,False,False,Gingham Regular Fit Linen Blend Shirt Old Money Shirt Blue Regular SNITCH
BEWAKOOF_552842,Women's Red Stay Weird Typography Plus Size Boyfriend T-shirt,Bewakoof,Women,Topwear,T-Shirt,Casual,399,False,True,https://images.bewakoof.com/original/stay-real-plus-size-boyfriend-fit-t-shirt-552842-1667562459-1.jpg,False,False,Women's Red Stay Weird Typography Plus Size Boyfriend T-shirt Casual T-Shirt Red  Bewakoof
SNITCH_8723837288610,Stripes Linen Blend Regular Fit Shirt,SNITCH,Men,Topwear,Shirt,Old Money,1127,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4MSS4248-04-M7.jpg?v=1771238158,False,False,Stripes Linen Blend Regular Fit Shirt Old Money Shirt Beige Regular SNITCH
SOULED_324593,TSS Originals: Apologise,The Souled Store,Women,Topwear,T-Shirt,Old Money,799,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1775648493_5687180.jpg,False,False,TSS Originals: Apologise Old Money T-Shirt Brown Relaxed The Souled Store
SOULED_317952,Super Pants: Azure Blue (Classic Fit),The Souled Store,Men,Bottomwear,Trousers,Formal,1899,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1777447251_6194513.png,True,True,Super Pants: Azure Blue (Classic Fit) Formal Trousers Blue Slim The Souled Store
BEWAKOOF_677640,Men's Black Party Animal Graphic Printed T-shirt,Bewakoof,Men,Topwear,T-Shirt,Partywear,699,False,True,https://images.bewakoof.com/original/men-s-black-party-animal-graphic-printed-t-shirt-677640-1754998515-1.jpg,False,False,Men's Black Party Animal Graphic Printed T-shirt Partywear T-Shirt Black Regular Bewakoof
BEWAKOOF_446388,Women's Wine Joggers,Bewakoof,Women,Bottomwear,Joggers,Athleisure,299,False,True,https://images.bewakoof.com/original/not-so-wine-color-block-joggers-446388-1656038164-1.jpg,False,False,Women's Wine Joggers Athleisure Joggers Purple Regular Bewakoof
SOULED_320067,Cotton Linen Stripes: Midnight Blue,The Souled Store,Men,Topwear,Shirt,Formal,1599,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1765886306_8217656.jpg,True,False,Cotton Linen Stripes: Midnight Blue Formal Shirt Black  The Souled Store
SNITCH_9242866843810,Loose Fit Off White Sweatpants,SNITCH,Men,Bottomwear,Joggers,Oversized,1799,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_172fcec8-2dba-4fab-a571-9fe5d2f5a293.jpg?v=1780407500,True,False,Loose Fit Off White Sweatpants Oversized Joggers Beige Relaxed SNITCH
BEWAKOOF_629082,Women's Orange Witch Training Graphic Printed Oversized Sweatshirt,Bewakoof,Women,Topwear,Sweatshirt,Streetwear,899,False,True,https://images.bewakoof.com/original/women-s-orange-witch-training-graphic-printed-oversized-sweatshirt-629082-1720436393-1.jpg,False,False,Women's Orange Witch Training Graphic Printed Oversized Sweatshirt Streetwear Sweatshirt  Oversized Bewakoof
BEWAKOOF_1501032,Women's Light Pink Oversized Cotton Linen Shirt,Bewakoof,Women,Topwear,Shirt,Old Money,1499,True,True,https://images.bewakoof.com/original/1501032_2026-03-30t09-17-07_1.jpg,False,False,Women's Light Pink Oversized Cotton Linen Shirt Old Money Shirt Pink Oversized Bewakoof
BEWAKOOF_551815,Women's Black Acid Wash Oversized T-shirt,Bewakoof,Women,Topwear,T-Shirt,Oversized,749,True,True,https://images.bewakoof.com/original/women-s-black-acid-wash-oversized-t-shirt-551815-1747985561-1.jpg,False,False,Women's Black Acid Wash Oversized T-shirt Oversized T-Shirt  Oversized Bewakoof
URBANIC_1230271,Open Back Tunic Dress,Urbanic,Women,Dresses,Dress,Partywear,1495,True,True,https://img101.urbanic.com/goods-pic/8842816e32954967b88f5f7d003968eeUR_w1440_q90,True,False,Open Back Tunic Dress Partywear Dress Green Regular Urbanic
BEWAKOOF_625629,Women's Green Harry Potter and Friends Graphic Printed Oversized T-shirt,Bewakoof,Women,Topwear,T-Shirt,Streetwear,329,False,True,https://images.bewakoof.com/original/women-s-green-harry-potter-and-friends-graphic-printed-oversized-t-shirt-625629-1721643544-1.jpg,False,False,Women's Green Harry Potter and Friends Graphic Printed Oversized T-shirt Streetwear T-Shirt  Oversized Bewakoof
SNITCH_8822535946402,Slim Fit Stretch Cool Tech Luxe Shirt,SNITCH,Men,Topwear,Shirt,Partywear,1839,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4mlx1132-03_1.jpg?v=1762104659,False,False,Slim Fit Stretch Cool Tech Luxe Shirt Partywear Shirt Green Slim SNITCH
BEWAKOOF_684847,Women's White Leaf And Loaded Graphic Printed Plus Size T-shirt,Bewakoof,Women,Topwear,T-Shirt,Streetwear,599,True,True,https://images.bewakoof.com/original/women-s-white-leaf-and-loaded-graphic-printed-plus-size-t-shirt-684847-1763640585-1.jpg,True,False,Women's White Leaf And Loaded Graphic Printed Plus Size T-shirt Streetwear T-Shirt White Regular Bewakoof
SOULED_315912,Colourblock Polo: Matcha,The Souled Store,Men,Topwear,T-Shirt,Old Money,1299,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1758696748_3243845.jpg,False,False,Colourblock Polo: Matcha Old Money T-Shirt  Regular The Souled Store
SNITCH_8951032578210,Regular Fit Stretch Knitted Shirt,SNITCH,Men,Topwear,Shirt,Old Money,1039,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4shs054-02_1.jpg?v=1774804585,False,False,Regular Fit Stretch Knitted Shirt Old Money Shirt Brown Regular SNITCH
SNITCH_8002706276514,Glory Black Embroidery Shirt,SNITCH,Men,Topwear,Shirt,Partywear,849,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4MSS2149-01-M34.jpg?v=1690550448,False,False,Glory Black Embroidery Shirt Partywear Shirt Black Slim SNITCH
SNITCH_8650168959138,Regular Fit Stretch Grey Cargo Joggers,SNITCH,Men,Bottomwear,Cargos,Athleisure,1198,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4MSO4655-01_1_f5bbc9f5-a915-47e3-8360-f2ec01ee6553.jpg?v=1744879940,False,True,Regular Fit Stretch Grey Cargo Joggers Athleisure Cargos Grey Regular SNITCH
URBANIC_1557532,Co-ord Set,Urbanic,Women,Co-ords,Co-ord Set,Casual,2190,True,True,https://img101.urbanic.com/goods-pic/3a47259c21d34ddb8a07f4ef16f3b303_w1440_q90,False,False,Co-ord Set Casual Co-ord Set Black Regular Urbanic
SOULED_334308,Flatknit Polo: Ecru,The Souled Store,Men,Topwear,T-Shirt,Formal,1399,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1781084982_5819362.jpg,False,False,Flatknit Polo: Ecru Formal T-Shirt Beige  The Souled Store
BEWAKOOF_637397,Women's Brown Da Runner Graphic Printed Boyfriend T-shirt,Bewakoof,Women,Topwear,T-Shirt,Streetwear,399,False,True,https://images.bewakoof.com/original/women-s-brown-da-runner-graphic-printed-boyfriend-t-shirt-637397-1715862932-1.jpg,False,False,Women's Brown Da Runner Graphic Printed Boyfriend T-shirt Streetwear T-Shirt   Bewakoof
BEWAKOOF_551741,Men's Black BWKF Typography Oversized T-shirt,Bewakoof,Men,Topwear,T-Shirt,Oversized,386,False,True,https://images.bewakoof.com/original/men-s-bwkf-oversized-t-shirt-551741-1668168888-1.jpg,False,False,Men's Black BWKF Typography Oversized T-shirt Oversized T-Shirt Black Oversized Bewakoof
URBANIC_1265521,Open Back Vest Blazer,Urbanic,Women,Outerwear,Blazer,Formal,2394,True,True,https://img101.urbanic.com/goods-pic/2cc276517add416fae0642ee5677e241UR_w1440_q90,False,False,Open Back Vest Blazer Formal Blazer Navy Regular Urbanic
BONKERS_14940863725932,Konoha Crew Oversized T-shirt,Bonkers Corner,Women,Topwear,T-Shirt,Oversized,999,True,True,https://cdn.shopify.com/s/files/1/0653/0541/1684/files/KonohaCrewOversizedT-shirt7_464e9e7e-992e-4ec5-9ebc-80bd4ecafdd8.jpg?v=1764053530,False,False,Konoha Crew Oversized T-shirt Oversized T-Shirt White Oversized Bonkers Corner
BEWAKOOF_580422,Women's Fog Green Oversized Plus Size Joggers,Bewakoof,Women,Bottomwear,Joggers,Athleisure,899,False,True,https://images.bewakoof.com/original/women-s-fog-green-oversized-plus-size-joggers-580422-1698304714-1.jpg,False,False,Women's Fog Green Oversized Plus Size Joggers Athleisure Joggers Green Oversized Bewakoof
SNITCH_8928621068450,Relaxed Fit Stretch Pleated Trousers,SNITCH,Men,Bottomwear,Trousers,Formal,1279,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4tr011-02_1.jpg?v=1772500960,False,False,Relaxed Fit Stretch Pleated Trousers Formal Trousers Beige Relaxed SNITCH
BEWAKOOF_552657,Pack of 2 Women's Blue Oversized T-shirt,Bewakoof,Women,Topwear,T-Shirt,Oversized,449,False,True,https://images.bewakoof.com/original/women-s-blue-oversized-t-shirt-pack-of-2-552657-1675149937-1.jpg,False,False,Pack of 2 Women's Blue Oversized T-shirt Oversized T-Shirt Navy Oversized Bewakoof
BEWAKOOF_659852,Men's Fog Green Scrolling Graphic Printed Oversized T-shirt,Bewakoof,Men,Topwear,T-Shirt,Streetwear,449,False,True,https://images.bewakoof.com/original/men-s-fog-green-scrolling-graphic-printed-oversized-t-shirt-659852-1746189172-1.jpg,False,False,Men's Fog Green Scrolling Graphic Printed Oversized T-shirt Streetwear T-Shirt Green Oversized Bewakoof
BONKERS_7814448119908,B logo Joggers (Fleece),Bonkers Corner,Women,Bottomwear,Joggers,Athleisure,999,False,True,https://cdn.shopify.com/s/files/1/0653/0541/1684/files/b-logo-joggers-fleece-xs-bonkerscorner-store-33688047779940.jpg?v=1728984060,False,False,B logo Joggers (Fleece) Athleisure Joggers Black Regular Bonkers Corner
URBANIC_113145,Vest Blazer,Urbanic,Women,Outerwear,Blazer,Formal,1014,True,True,https://img101.urbanic.com/goods-pic/aad498dfaaca4c41857e7eea7b4e2e44UR_w1440_q90,False,False,Vest Blazer Formal Blazer White Regular Urbanic
URBANIC_1428582,Jacket,Urbanic,Women,Outerwear,Jacket,Casual,1890,True,True,https://img101.urbanic.com/goods-pic/8d896d66bd2f4139918c8e10ecdb51e1_w1440_q90,False,False,Jacket Casual Jacket Beige Regular Urbanic
URBANIC_1498311,Lettuce trim Cocktail Dress,Urbanic,Women,Dresses,Dress,Partywear,2090,True,True,https://img101.urbanic.com/goods-pic/6708c0843f66457190744f487fd5cc57_w1440_q90,True,False,Lettuce trim Cocktail Dress Partywear Dress Pink Regular Urbanic
BEWAKOOF_479883,Women's White Chessy Jerry Boyfriend T-shirt,Bewakoof,Women,Topwear,T-Shirt,Casual,349,False,True,https://images.bewakoof.com/original/women-s-white-chessy-jerry-boyfriend-t-shirt-479883-1656169201-1.jpg,False,False,Women's White Chessy Jerry Boyfriend T-shirt Casual T-Shirt White  Bewakoof
SNITCH_8647166656674,Slim Fit Cotton Knitted Pink Polo T-Shirt,SNITCH,Men,Topwear,T-Shirt,Old Money,883,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4MST2569-02_1_0c1cca0a-c67b-4cb1-8a70-81ecdfdbfe4b.jpg?v=1763018212,False,False,Slim Fit Cotton Knitted Pink Polo T-Shirt Old Money T-Shirt Pink Slim SNITCH
BONKERS_14983669678444,Track Racer Jacket,Bonkers Corner,Women,Outerwear,Jacket,Athleisure,2499,True,True,https://cdn.shopify.com/s/files/1/0653/0541/1684/files/TrackRacerJacket5.jpg?v=1766573411,False,False,Track Racer Jacket Athleisure Jacket White  Bonkers Corner
BONKERS_15181407813996,City League Polo,Bonkers Corner,Women,Topwear,T-Shirt,Old Money,1399,True,True,https://cdn.shopify.com/s/files/1/0653/0541/1684/files/S23-964.jpg?v=1782900818,False,False,City League Polo Old Money T-Shirt Black Oversized Bonkers Corner
SNITCH_8822536077474,100% Cotton Slim Fit Luxe Shirt,SNITCH,Men,Topwear,Shirt,Partywear,1439,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4mlx1164-01_1.jpg?v=1762104667,False,False,100% Cotton Slim Fit Luxe Shirt Partywear Shirt Blue Slim SNITCH
SNITCH_8694442885282,Relaxed Fit Stretch Track Pants,SNITCH,Men,Bottomwear,Joggers,Athleisure,1610,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4MTP0056-01-3216copy.jpg?v=1751453699,False,False,Relaxed Fit Stretch Track Pants Athleisure Joggers Beige Relaxed SNITCH
SOULED_334827,Cotton Linen Stripes: Pluto,The Souled Store,Men,Topwear,Shirt,Partywear,1399,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1777269248_1080839.jpg,False,False,Cotton Linen Stripes: Pluto Partywear Shirt Grey  The Souled Store
SOULED_263631,Peanuts: Beach Bum,The Souled Store,Men,Topwear,Shirt,Partywear,899,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1746011030_1418345.jpg,False,False,Peanuts: Beach Bum Partywear Shirt White Relaxed The Souled Store
BEWAKOOF_464893,Men's Bright White Believe Color Block Oversized T-shirt,Bewakoof,Men,Topwear,T-Shirt,Oversized,417,False,True,https://images.bewakoof.com/original/men-s-bright-white-believe-color-block-oversized-t-shirt-464893-1667491261-1.jpg,False,False,Men's Bright White Believe Color Block Oversized T-shirt Oversized T-Shirt White Oversized Bewakoof
BEWAKOOF_333959,Tweety Boyfriend T-Shirt,Bewakoof,Women,Topwear,T-Shirt,Casual,299,False,True,https://images.bewakoof.com/original/tweety-boyfriend-t-shirt-333959-1656157157-1.jpg,True,False,Tweety Boyfriend T-Shirt Casual T-Shirt Yellow  Bewakoof
BEWAKOOF_581627,Women's Grey All Over Printed Plus Size Pyjamas,Bewakoof,Women,Innerwear,Innerwear,Athleisure,539,False,True,https://images.bewakoof.com/original/women-s-aop-pyjamas-22-581627-1709890732-1.jpg,True,False,Women's Grey All Over Printed Plus Size Pyjamas Athleisure Innerwear  Regular Bewakoof
SOULED_258594,Punisher: One Man Army,The Souled Store,Men,Bottomwear,Cargos,Streetwear,2299,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1734173219_6878760.jpg,False,True,Punisher: One Man Army Streetwear Cargos Black Regular The Souled Store
BEWAKOOF_617103,Men's Brown Oversized Acid Wash Hoodie T-shirt,Bewakoof,Men,Topwear,Hoodie,Oversized,399,False,True,https://images.bewakoof.com/original/men-s-brown-oversized-acid-wash-hooded-t-shirt-617103-1707201085-1.jpg,True,True,Men's Brown Oversized Acid Wash Hoodie T-shirt Oversized Hoodie  Oversized Bewakoof
BEWAKOOF_603157,Women's Black Naruto Pose Graphic Printed Super Loose Fit Joggers,Bewakoof,Women,Bottomwear,Joggers,Athleisure,539,False,True,https://images.bewakoof.com/original/women-s-black-naruto-pose-graphic-printed-super-loose-fit-joggers-603157-1710764977-1.jpg,False,False,Women's Black Naruto Pose Graphic Printed Super Loose Fit Joggers Athleisure Joggers Black Relaxed Bewakoof
SNITCH_8637451894946,White Checks Slim Fit Luxe Shirt,SNITCH,Men,Topwear,Shirt,Formal,1439,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4MLX1003-01_1_375ac0c8-b517-4461-87f4-afad4569d733.jpg?v=1743832099,False,False,White Checks Slim Fit Luxe Shirt Formal Shirt White Slim SNITCH
SOULED_339391,TSS Originals: Birds,The Souled Store,Men,Topwear,T-Shirt,Casual,1099,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1781711878_6425974.jpg,False,False,TSS Originals: Birds Casual T-Shirt Blue  The Souled Store
SNITCH_9222066962594,Tapered Fit Pleated Gurkha Trousers,SNITCH,Men,Bottomwear,Trousers,Partywear,1799,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_7bf3ff1e-60dd-4490-8b17-7225e591e167.jpg?v=1777544926,False,False,Tapered Fit Pleated Gurkha Trousers Partywear Trousers Navy  SNITCH
BEWAKOOF_486580,Men's White Mighty Jerry Graphic Printed T-shirt,Bewakoof,Men,Topwear,T-Shirt,Streetwear,299,False,True,https://images.bewakoof.com/original/men-s-white-mighty-jerry-graphic-printed-t-shirt-486580-1656186490-1.jpg,False,False,Men's White Mighty Jerry Graphic Printed T-shirt Streetwear T-Shirt White Regular Bewakoof
URBANIC_1416881,Biker Jacket with Zipper,Urbanic,Women,Outerwear,Jacket,Oversized,4796,True,True,https://img101.urbanic.com/goods-pic/5709f08b0124478f9ccf5f239d96fde6_w1440_q90,False,False,Biker Jacket with Zipper Oversized Jacket Pink Relaxed Urbanic
BEWAKOOF_555080,Men's Black Dead Beat Graphic Printed Oversized T-shirt,Bewakoof,Men,Topwear,T-Shirt,Streetwear,299,False,True,https://images.bewakoof.com/original/men-s-black-dead-beat-graphic-printed-oversized-t-shirt-555080-1671022089-1.jpg,False,False,Men's Black Dead Beat Graphic Printed Oversized T-shirt Streetwear T-Shirt Black Oversized Bewakoof
SNITCH_9214320148642,SNITCH X SIRAJ Printed Resort Shirt,SNITCH,Men,Topwear,Shirt,Casual,1899,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_17fd03ce-c815-4c86-91e1-2a10e8e848b3.jpg?v=1776788231,False,False,SNITCH X SIRAJ Printed Resort Shirt Casual Shirt Blue  SNITCH
SNITCH_8657065869474,Slim Fit Linen Blend Pink Kurta Shirt,SNITCH,Men,Topwear,Shirt,Old Money,1127,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/1_015973b9-f45a-4531-b5bb-fef5fc86156e.jpg?v=1745612374,False,True,Slim Fit Linen Blend Pink Kurta Shirt Old Money Shirt Pink Slim SNITCH
SOULED_332805,Regular Solids: Salsa,The Souled Store,Women,Topwear,T-Shirt,Athleisure,549,True,True,https://prod-img.thesouledstore.com/public/theSoul/uploads/catalog/product/1775479839_5003466.jpg,False,False,Regular Solids: Salsa Athleisure T-Shirt Red Regular The Souled Store
URBANIC_91734,Ruffle A-Line Dress,Urbanic,Women,Dresses,Dress,Partywear,1495,True,True,https://img101.urbanic.com/goods-pic/81329c50190b4f86b28f0e6c2226ba0fUR_w1440_q90,False,False,Ruffle A-Line Dress Partywear Dress Maroon Regular Urbanic
SNITCH_8694064906402,Stretch Luxe Slim Fit Stripes Shirt,SNITCH,Men,Topwear,Shirt,Formal,1127,True,True,https://cdn.shopify.com/s/files/1/0420/7073/7058/files/4mlx1061-02_1_602a7a4f-bfd0-4cdb-9583-cec8bed56669.jpg?v=1750144809,False,False,Stretch Luxe Slim Fit Stripes Shirt Formal Shirt Green Slim SNITCH
